Date/Time,FlowmeterNum,ProductNum,Weight(g),Valve1 Weight(g),Valve2 Weight(g),Valve3 Weight(g),Valve4 Weight(g),SN
11/28/2024 11:30:17 AM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:30:18 AM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:30:19 AM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:30:20 AM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:30:22 AM,1,9,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:31:27 AM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:31:28 AM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:31:29 AM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:31:30 AM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:31:31 AM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:31:32 AM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:31:33 AM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:31:34 AM,1,8,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:31:46 AM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:31:47 AM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:31:48 AM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:31:49 AM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:31:50 AM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:31:51 AM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:31:52 AM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:31:54 AM,1,8,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:38:30 AM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:38:31 AM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:38:32 AM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:38:33 AM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:38:34 AM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:38:35 AM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:38:36 AM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 11:38:37 AM,1,9,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:31:03 PM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:31:04 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:31:05 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:31:06 PM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:31:07 PM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:31:08 PM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:31:09 PM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:31:10 PM,1,9,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:39:10 PM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:39:11 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:39:12 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:39:13 PM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:39:14 PM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:39:15 PM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:39:16 PM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:39:18 PM,1,8,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:40:32 PM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:40:33 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:40:34 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:40:35 PM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:40:36 PM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:40:37 PM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:40:38 PM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:40:39 PM,1,8,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:41:34 PM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:41:39 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:41:41 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:41:47 PM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:41:55 PM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:42:03 PM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:42:11 PM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:42:19 PM,1,8,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:42:45 PM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:42:50 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:42:52 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:42:58 PM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:43:06 PM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:43:14 PM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:43:23 PM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:43:31 PM,1,8,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:44:00 PM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:44:05 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:44:07 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:44:13 PM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:44:21 PM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:44:29 PM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:44:31 PM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:44:31 PM,1,8,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:44:50 PM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:44:55 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:44:57 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:45:03 PM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:45:11 PM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:45:15 PM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:45:15 PM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:45:33 PM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:45:38 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:45:40 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:45:46 PM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:45:54 PM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:45:54 PM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:45:54 PM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:46:18 PM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:46:26 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:46:34 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:46:42 PM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:46:50 PM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:46:58 PM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:47:05 PM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:47:13 PM,1,9,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:55:39 PM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:55:44 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:55:46 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 3:55:46 PM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:04:44 PM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:04:49 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:04:51 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:04:53 PM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:04:59 PM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:05:04 PM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:05:06 PM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:05:14 PM,1,8,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:05:22 PM,1,9,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:05:31 PM,1,10,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:05:39 PM,1,11,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:06:58 PM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:07:03 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:07:06 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:07:08 PM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:07:13 PM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:07:18 PM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:07:21 PM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:07:29 PM,1,8,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:07:37 PM,1,9,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:07:45 PM,1,10,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:07:53 PM,1,11,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:16:38 PM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:16:43 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:16:45 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:16:47 PM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:16:52 PM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:16:57 PM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:16:59 PM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:17:07 PM,1,8,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:17:15 PM,1,9,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:17:19 PM,1,10,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:17:19 PM,1,11,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:17:43 PM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:17:44 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:17:45 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:17:45 PM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:17:46 PM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:17:47 PM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:17:48 PM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:17:49 PM,1,8,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:17:49 PM,1,9,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:17:51 PM,1,10,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:17:52 PM,1,12,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:18:14 PM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:18:15 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:18:15 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:18:16 PM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:18:17 PM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:18:17 PM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:18:18 PM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:18:19 PM,1,8,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:18:20 PM,1,9,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:18:21 PM,1,10,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:18:22 PM,1,12,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:18:45 PM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:18:46 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:18:47 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:18:47 PM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:18:48 PM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:18:49 PM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:18:50 PM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:18:51 PM,1,8,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:18:52 PM,1,9,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:18:53 PM,1,10,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:18:54 PM,1,12,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:19:13 PM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:19:13 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:19:14 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:19:15 PM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:19:15 PM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:19:16 PM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:19:17 PM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:19:18 PM,1,8,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:19:19 PM,1,9,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:19:20 PM,1,10,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:19:21 PM,1,12,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:21:13 PM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:21:14 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:21:14 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:21:15 PM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:21:16 PM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:21:17 PM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:21:17 PM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:21:18 PM,1,8,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:21:19 PM,1,9,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:21:20 PM,1,10,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:21:22 PM,1,12,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:21:33 PM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:21:34 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:21:34 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:21:35 PM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:21:36 PM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:21:36 PM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:21:37 PM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:21:38 PM,1,8,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:21:39 PM,1,9,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:21:40 PM,1,10,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:21:42 PM,1,12,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:22:07 PM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:22:08 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:22:08 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:22:09 PM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:22:10 PM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:22:11 PM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:22:11 PM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:22:12 PM,1,8,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:22:13 PM,1,9,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:22:14 PM,1,10,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:22:16 PM,1,11,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:23:22 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:23:23 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:23:23 PM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:23:24 PM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:23:25 PM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:23:26 PM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:23:26 PM,1,8,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:23:27 PM,1,9,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:23:28 PM,1,10,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:23:29 PM,1,11,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:23:31 PM,1,13,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:25:12 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:25:12 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:28:31 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:28:36 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:28:38 PM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:28:40 PM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:28:45 PM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:28:51 PM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:28:53 PM,1,8,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:29:01 PM,1,9,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:29:09 PM,1,10,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:29:16 PM,1,11,0.000,0.000,0.000,0.000,0.000,
11/28/2024 4:29:23 PM,1,13,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:35:57 PM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:36:00 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:36:01 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:36:02 PM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:36:03 PM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:36:05 PM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:36:06 PM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:36:07 PM,1,8,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:36:10 PM,1,9,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:36:12 PM,1,10,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:36:14 PM,1,11,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:36:15 PM,1,12,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:36:16 PM,1,13,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:36:17 PM,1,14,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:36:18 PM,1,15,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:36:19 PM,1,16,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:36:20 PM,1,17,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:36:21 PM,1,18,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:36:22 PM,1,19,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:36:23 PM,1,20,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:36:25 PM,1,21,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:36:27 PM,1,22,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:36:36 PM,1,24,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:43:34 PM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:43:36 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:43:37 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:43:39 PM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:43:40 PM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:43:41 PM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:43:42 PM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:43:44 PM,1,8,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:43:46 PM,1,9,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:43:48 PM,1,10,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:43:51 PM,1,11,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:43:52 PM,1,12,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:43:53 PM,1,13,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:43:54 PM,1,14,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:43:54 PM,1,15,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:43:55 PM,1,16,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:43:56 PM,1,17,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:43:58 PM,1,18,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:43:58 PM,1,19,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:43:59 PM,1,20,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:44:02 PM,1,21,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:44:04 PM,1,22,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:44:07 PM,1,24,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:50:33 PM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:50:36 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:50:37 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:50:38 PM,1,4,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:50:40 PM,1,5,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:50:41 PM,1,6,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:50:42 PM,1,7,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:50:44 PM,1,8,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:50:46 PM,1,9,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:50:48 PM,1,10,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:50:51 PM,1,11,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:50:52 PM,1,12,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:50:53 PM,1,13,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:50:54 PM,1,14,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:50:54 PM,1,15,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:50:55 PM,1,16,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:50:56 PM,1,17,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:50:57 PM,1,18,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:50:58 PM,1,19,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:50:59 PM,1,20,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:51:01 PM,1,21,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:51:04 PM,1,22,0.000,0.000,0.000,0.000,0.000,
11/28/2024 8:51:07 PM,1,24,0.000,0.000,0.000,0.000,0.000,
11/28/2024 9:02:30 PM,1,1,0.000,0.000,0.000,0.000,0.000,
11/28/2024 9:02:32 PM,1,2,0.000,0.000,0.000,0.000,0.000,
11/28/2024 9:02:33 PM,1,3,0.000,0.000,0.000,0.000,0.000,
11/28/2024 9:02:35 PM,1,4,0.000,0.000,0.000,0.000,0.000,
